node_id,0,1,2,3,4,5,6,7,8,9
d701653,0,0.08835341,0.7125,0,0,0,0,0,0,0
d667568,0,0.044176705,0.6463651,0,0,0,0,0,0,1
d181598,0,0.052208837,0.7279218,0,0,0,0,0,0,1
d580264,0,0.052208837,0.6702597,0,0,0,0,0,0,1
d271300,1,0.02811245,0.5345066,0,0,0,0,0,0,0
d690743,0,0.052208837,0.6309065,0,0,0,0,0,0,1
d514773,0,0.10040161,0.6653238,0,0,0,0,0,0,1
d257568,0,0.04819277,0.58432704,0,0,0,0,0,0,2
d556077,0,0.036144577,0.58952093,0,0,0,0,0,0,1
d141397,0,0.036144577,0.6332087,0,0,0,0,0,0,0
d334385,0,0.10040161,0.7282711,0,0,0,0,0,0,1
d93114,0,0.04016064,0.60087883,0,0,0,1,0,1,1
d536851,0,0.052208837,0.63685143,0,0,0,0,0,0,1
d109757,0,0.064257026,0.71390617,1,0,0,0,0,1,0
d710032,0,0.032128513,0.5697565,0,0,0,0,0,0,0
d256843,0,0.10040161,0.66862506,0,0,0,0,0,0,1
d515876,0,0.13654618,0.7811948,0,0,0,0,0,2,1
d438527,0,0.064257026,0.6932904,0,0,0,0,0,0,1
d657307,0,0.0562249,0.6931582,0,0,0,0,0,0,1
d352910,0,0.072289154,0.72651625,0,0,0,0,0,0,1
d115173,0,0.07630522,0.6691404,0,0,0,0,0,0,0
d639099,0,0.07630522,0.6914612,0,0,0,0,0,0,1
d27632,0,0.04016064,0.61921376,0,0,0,0,0,0,1
d133998,1,0.02811245,0.55784196,0,0,0,0,0,0,0
d253036,0,0.04016064,0.57142776,0,0,0,0,0,0,0
d596442,0,0.08032128,0.6705618,0,0,0,0,0,0,1
d439770,0,0.02811245,0.60947293,0,0,0,0,0,0,0
d169288,0,0.0562249,0.6473454,0,0,0,1,0,0,1
d455186,0,0.08032128,0.78012496,0,0,0,0,0,0,2
d677093,0,0.072289154,0.7335901,0,0,0,0,0,0,1
d411226,0,0.060240965,0.65760493,0,0,0,0,0,0,0
d182557,0,0.064257026,0.70107174,0,0,0,1,0,2,0
d154191,0,0.08032128,0.7007104,0,0,0,0,0,0,0
d289416,0,0.124497995,0.77026784,0,0,1,0,0,3,0
d96408,0,0.02811245,0.5203588,0,0,0,0,0,0,0
d107198,0,0.04819277,0.73262864,0,0,0,0,0,0,1
d533354,0,0.04016064,0.659781,0,0,0,0,0,0,1
d474684,0,0.032128513,0.5697565,0,0,0,0,0,0,0
d590083,0,0.084337346,0.67454785,0,0,0,0,0,0,3
d356646,0,0.08835341,0.70651436,0,0,0,0,0,0,1
d417570,0,0.0562249,0.59174305,0,0,0,0,0,0,1
d374407,0,0.06827309,0.6673836,0,0,0,0,0,0,1
d116787,0,0.084337346,0.64156264,0,0,0,0,0,0,0
d684370,0,0.08032128,0.7007104,0,0,0,0,0,0,1
d217023,0,0.15261044,0.76425475,0,0,1,0,0,0,3
d26917,0,0.052208837,0.71876734,0,0,0,0,0,0,0
d354722,0,0.06827309,0.71406245,0,0,0,0,0,0,1
d285592,0,0.04819277,0.6810893,0,0,0,0,0,0,1
d253629,0,0.08032128,0.66635084,0,0,0,0,0,0,0
d169373,0,0.024096385,0.43812022,0,0,0,0,0,0,0
d684120,0,0.08835341,0.7262597,0,0,0,0,0,0,1
d685283,0,0.12048193,0.7748247,1,0,1,1,0,1,1
d220043,0,0.092369474,0.7287521,0,0,0,0,0,0,1
d440483,1,0.072289154,0.6398822,0,0,0,0,0,0,0
d354944,0,0.052208837,0.67941415,0,0,0,0,0,0,1
d159719,0,0.04819277,0.6198233,0,0,0,0,0,0,0
d63427,0,0.04016064,0.68923205,0,0,0,0,0,1,0
d219347,1,0.12851405,0.8005599,0,0,1,0,0,2,3
d608579,0,0.0562249,0.61579317,0,0,0,0,0,0,2
d204589,0,0.07630522,0.6309147,0,0,0,0,0,0,1
d237747,0,0.13253012,0.73622644,0,0,1,1,0,1,2
d96094,0,0.07630522,0.68030083,0,0,0,0,0,0,1
d305784,0,0.07630522,0.6914612,0,0,0,0,0,0,2
d569620,0,0.060240965,0.6060125,0,0,0,0,0,0,1
d560550,0,0.072289154,0.70777464,0,0,0,0,0,0,1
d433237,1,0.04819277,0.6198233,0,0,0,0,0,0,0
d460422,0,0.032128513,0.6041161,0,0,0,0,0,0,0
d128335,0,0.092369474,0.68870324,0,0,0,0,0,0,1
d197696,0,0.02811245,0.5719898,0,0,0,0,0,0,1
d131328,0,0.092369474,0.651635,0,0,0,0,0,1,1
d523748,0,0.06827309,0.6870177,0,0,0,0,0,0,1
d11263,0,0.02008032,0.58727217,0,0,0,0,0,0,0
d569096,0,0.072289154,0.6702915,0,0,0,0,0,0,2
d357020,0,0.04819277,0.645593,0,0,0,0,0,0,2
d691556,0,0.08032128,0.66635084,0,0,0,0,0,0,1
d392059,0,0.024096385,0.6186087,0,0,0,0,0,0,0
d329970,0,0.04819277,0.645593,0,0,0,0,0,0,0
d200156,0,0.024096385,0.53614575,0,0,0,0,0,0,0
d239345,0,0.02008032,0.58727217,0,0,0,2,0,0,0
d604302,0,0.044176705,0.57427716,0,0,0,0,0,0,1
d559356,0,0.064257026,0.65205896,0,0,0,0,0,0,1
d59243,0,0.092369474,0.7002311,0,0,0,1,0,0,1
d287332,0,0.04819277,0.6553196,0,0,1,0,0,0,0
d362628,0,0.044176705,0.6292525,0,0,1,0,0,0,0
d463941,0,0.016064256,0.5007015,0,0,0,0,0,0,0
d335799,0,0.02008032,0.58727217,0,0,0,0,0,0,0
d613484,0,0.036144577,0.5578044,0,0,0,0,0,0,1
d576929,0,0.072289154,0.696107,0,0,0,0,0,0,1
d235132,1,0.14457831,0.7743893,0,0,1,0,0,0,1
d687846,0,0.04016064,0.5603117,0,0,0,0,0,0,1
d63449,0,0.06827309,0.6477496,0,0,0,0,0,0,0
d472441,0,0.064257026,0.6932904,0,0,0,0,0,0,0
d218474,0,0.08835341,0.73823094,0,0,0,0,0,0,1
d210608,1,0.12048193,0.62683773,0,0,0,0,0,4,0
d296384,0,0.064257026,0.6314432,0,0,0,0,0,0,0
d348199,0,0.08032128,0.7285856,0,0,0,0,0,1,1
d682414,0,0.07630522,0.6914612,0,0,0,0,0,0,1
d301378,0,0.064257026,0.70107174,0,0,0,0,0,0,1
d233071,0,0.07630522,0.7273147,0,1,1,1,0,0,1
d504462,0,0.08835341,0.7600748,0,0,0,0,0,1,0
d696591,0,0.12048193,0.73326117,0,0,0,0,0,0,2
d537192,0,0.07630522,0.6914612,0,0,0,1,0,0,2
d247066,0,0.052208837,0.65516037,0,0,0,0,0,0,0
d85875,0,0.008032128,0.46667778,0,0,0,0,0,0,0
d692611,0,0.12048193,0.7696419,0,0,0,0,1,1,1
d684707,0,0.06827309,0.6747944,0,0,0,0,0,0,1
d604559,0,0.0562249,0.58727217,0,0,0,0,0,0,1
d103143,1,0.052208837,0.67941415,0,0,0,0,0,1,0
d297507,0,0.02811245,0.60947293,0,0,0,0,0,0,0
d349548,1,0.012048192,0.45362353,0,0,0,0,0,0,0
d39052,1,0.0562249,0.6473454,0,0,0,0,0,0,0
d214675,1,0.09638554,0.74257606,0,0,0,0,0,2,1
d336961,1,0.13654618,0.7429722,0,1,2,1,0,1,0
d640817,0,0.0562249,0.61579317,0,0,0,0,0,0,2
d341959,0,0.044176705,0.6188774,0,0,0,0,0,0,0
d366035,0,0.08032128,0.65986645,0,0,0,0,0,0,1
d604652,1,0.08835341,0.7104014,0,0,0,0,0,0,2
d661977,0,0.08835341,0.73823094,0,0,0,0,0,1,1
d408187,0,0.0562249,0.7018041,0,0,0,0,0,0,1
d573094,0,0.052208837,0.64600587,0,0,0,0,0,2,1
d288373,0,0.024096385,0.6186087,0,0,0,0,0,0,0
d362593,1,0.10040161,0.759298,0,0,1,0,0,1,1
d552309,0,0.0562249,0.6386996,0,0,0,0,0,0,1
d277467,1,0.024096385,0.5205832,0,0,0,0,0,0,0
d273851,1,0.064257026,0.76291895,0,0,0,0,0,2,0
d45003,0,0.060240965,0.6494141,0,0,0,1,0,1,1
d167729,0,0.02008032,0.5414594,0,0,0,0,0,0,0
d540345,1,0.060240965,0.67111486,0,0,0,0,0,0,1
d681359,0,0.12048193,0.7483605,0,0,0,0,0,0,1
d311234,0,0.14457831,0.6893173,0,0,3,0,0,1,2
d312364,0,0.104417674,0.72364056,1,1,0,1,0,1,3
d655629,0,0.06827309,0.6673836,0,0,0,0,0,0,1
d509008,0,0.1124498,0.7695781,0,0,1,0,0,1,1
d327863,0,0.06827309,0.69442844,0,0,0,0,0,1,1
d671350,0,0.04819277,0.6295499,0,0,0,0,0,0,1
d31647,0,0.044176705,0.68422776,0,0,0,0,0,0,0
d367239,0,0.04016064,0.5603117,0,0,0,0,0,0,1
d409679,1,0.02811245,0.55784196,0,0,0,0,0,0,0
d473122,0,0.04016064,0.659781,0,0,0,0,0,0,0
d193296,0,0.08032128,0.66970396,0,0,0,0,0,1,1
d82660,1,0.04016064,0.659781,0,0,0,0,0,0,0
d267210,0,0.0562249,0.7018041,0,0,0,0,0,1,0
d224167,0,0.04819277,0.6198233,0,0,0,0,0,0,1
d353582,1,0.04016064,0.6303299,0,0,0,0,0,0,1
d161351,1,0.26104417,0.7773872,0,0,0,0,0,1,3
d32686,0,0.04016064,0.58976275,0,0,0,0,0,0,0
d353496,0,0.052208837,0.6217521,0,0,0,0,0,0,1
d274564,0,0.084337346,0.73025066,0,0,0,1,0,0,0
d130655,0,0.08032128,0.6362022,0,0,0,0,0,0,1
d10262,0,0.024096385,0.57737726,0,0,0,0,0,0,0
d217739,0,0.07630522,0.73408103,0,0,0,0,0,0,1
d225376,0,0.08032128,0.6877416,0,0,0,0,0,0,1
d411422,0,0.10843374,0.762126,0,0,0,0,0,0,0
d462043,0,0.036144577,0.58952093,0,0,0,0,0,0,0
d846,0,0.064257026,0.7423032,0,0,0,0,0,0,1
d478200,0,0.08032128,0.65986645,0,0,0,0,0,0,1
d305974,0,0.044176705,0.5913898,0,0,0,0,0,0,1
d240819,0,0.084337346,0.7240256,0,0,0,0,0,0,2
d51337,0,0.032128513,0.63847566,0,0,0,0,0,1,0
d305848,0,0.052208837,0.5823989,0,0,0,0,0,0,1
d662387,0,0.09638554,0.6908928,0,0,0,0,0,0,2
d83257,0,0.04016064,0.68923205,0,0,0,0,0,0,0
d102678,0,0.064257026,0.6648934,0,0,0,0,0,0,1
d602209,0,0.09638554,0.73701805,0,0,0,0,0,0,1
d661908,0,0.06827309,0.6870177,0,0,0,0,0,0,1
d583733,0,0.08835341,0.5835353,0,0,0,0,0,0,2
d49720,0,0.060240965,0.64122325,0,0,0,1,0,0,0
d670075,0,0.09638554,0.73146,0,0,0,0,0,0,2
d41301,0,0.052208837,0.65516037,0,0,0,0,0,0,0
d374739,0,0.092369474,0.7192451,0,0,0,0,0,0,0
d193574,0,0.08032128,0.6255069,0,0,0,0,0,0,0
d28573,0,0.04016064,0.68923205,0,0,0,0,0,0,0
d137670,0,0.0562249,0.6473454,0,0,0,1,0,0,1
d250453,0,0.060240965,0.6494141,0,0,0,0,0,0,1
d556261,0,0.092369474,0.7229882,0,0,0,0,0,1,1
d56930,0,0.084337346,0.66428024,0,0,0,0,0,0,2
d122287,1,0.06827309,0.69442844,0,0,0,0,0,0,1
d369908,0,0.032128513,0.5697565,0,0,0,0,0,0,0
d557459,0,0.13654618,0.75859994,0,0,0,1,0,0,1
d620533,0,0.064257026,0.6932904,0,0,0,0,0,1,1
d110503,0,0.044176705,0.4881767,0,0,0,0,0,0,0
d10,0,0.10040161,0.7112783,0,0,0,0,0,0,5
d87194,0,0.044176705,0.5913898,0,0,0,0,0,0,0
d342020,0,0.04819277,0.55855733,0,0,0,1,0,0,0
d388901,1,0.08835341,0.775933,0,0,0,0,0,2,0
d483722,1,0.032128513,0.63847566,0,0,0,0,0,0,0
d670910,0,0.07630522,0.6982276,0,0,0,0,0,0,1
d295323,0,0.084337346,0.71375805,0,0,0,0,0,0,1
d150894,1,0.064257026,0.61082745,0,0,0,0,0,0,0
d423462,0,0.15261044,0.7814825,0,0,1,0,0,1,1
d495246,0,0.060240965,0.68462485,0,0,1,0,0,0,0
d331955,0,0.044176705,0.5913898,0,0,0,0,0,0,0
d239425,0,0.060240965,0.6195225,0,0,0,0,0,0,1
d135929,0,0.064257026,0.64427763,0,0,0,0,0,1,0
d4305,0,0.08835341,0.74810356,0,0,0,0,0,0,0
d233907,0,0.032128513,0.63847566,0,0,0,0,0,0,0
d412339,0,0.04819277,0.5940536,0,0,0,0,0,0,1
d674157,0,0.10843374,0.69495946,0,0,0,0,0,0,2
d592603,0,0.08835341,0.71638703,0,0,0,0,0,0,2
d565348,0,0.06827309,0.71406245,0,0,0,0,0,0,2
d587674,0,0.052208837,0.59749824,0,0,0,0,0,0,1
d364258,0,0.024096385,0.4793517,0,0,0,0,0,0,1
d387818,0,0.04016064,0.68923205,0,0,0,0,0,0,0
d126416,0,0.12048193,0.71630335,0,0,0,0,0,0,2
d453978,0,0.060240965,0.7010065,0,0,0,0,0,0,0
d80184,0,0.016064256,0.5007015,0,0,0,0,0,0,0
d264954,0,0.0562249,0.6473454,0,0,0,0,0,0,0
d378653,0,0.036144577,0.51411664,0,0,0,1,0,0,0
d161160,0,0.02811245,0.5719898,0,0,0,0,0,1,0
d79881,0,0.14056225,0.75110835,0,0,0,0,0,0,0
d356993,0,0.04819277,0.6198233,0,0,0,0,0,0,2
d457751,0,0.064257026,0.56583846,0,0,0,0,0,0,0
d57506,0,0.024096385,0.57737726,0,0,0,0,0,0,0
d501178,0,0.052208837,0.6702597,0,0,0,0,0,0,0
d509629,0,0.10040161,0.762783,0,0,0,0,0,0,2
d511860,0,0.064257026,0.61485124,0,0,0,0,0,0,2
d560640,0,0.0562249,0.6473454,0,0,0,0,0,0,1
d681601,0,0.07630522,0.6444474,0,0,0,0,0,0,1
d238527,0,0.13654618,0.723931,0,0,0,0,0,0,1
d319626,0,0.064257026,0.62366194,0,0,0,0,0,0,0
d43190,0,0.07630522,0.63328695,0,0,0,0,0,0,1
d504480,0,0.044176705,0.6463651,0,0,0,0,0,0,1
d699840,1,0.08032128,0.7114058,0,0,0,1,0,1,1
d408597,0,0.072289154,0.6328083,0,0,0,0,0,1,0
d183029,0,0.060240965,0.6494141,0,0,0,0,0,1,0
d699682,0,0.02008032,0.5414594,0,0,0,0,0,0,0
d372780,0,0.02008032,0.4783549,0,0,0,0,0,1,0
d143763,0,0.0562249,0.67025185,0,0,0,0,0,0,1
d373479,0,0.0562249,0.6015327,1,1,0,1,0,0,2
d23690,0,0.060240965,0.6494141,0,0,0,1,0,0,0
d103137,0,0.04016064,0.71868306,0,0,0,0,0,0,0
d170226,1,0.04016064,0.60087883,0,0,0,0,0,0,0
d276462,0,0.064257026,0.6648934,0,0,0,0,0,1,0
d596887,0,0.052208837,0.6217521,0,0,0,0,0,0,1
d281445,0,0.14056225,0.7153168,0,0,0,0,0,7,1
d489952,0,0.10040161,0.75393164,0,0,0,0,0,1,1
d219812,1,0.04819277,0.6553196,0,0,0,0,0,0,0
d204819,0,0.07630522,0.7049939,0,0,0,0,0,0,0
d669203,0,0.084337346,0.6510067,0,0,0,0,0,2,1
d390174,0,0.04819277,0.6553196,0,0,0,0,0,0,0
d77286,0,0.024096385,0.57737726,0,0,0,0,0,0,0
d204503,0,0.052208837,0.6217521,0,0,0,0,0,0,0
d183044,0,0.02811245,0.60947293,0,0,0,0,0,0,0
d514392,0,0.052208837,0.64600587,0,0,0,0,0,0,1
d585379,0,0.064257026,0.6158806,0,0,0,0,0,0,1
d380421,0,0.1124498,0.79534775,0,0,0,0,0,0,1
d326469,1,0.02811245,0.5203588,0,0,0,0,0,0,0
d434221,0,0.08032128,0.75873417,0,0,0,0,0,1,1
d644403,0,0.0562249,0.6473454,0,0,0,0,0,0,1
d125870,1,0.060240965,0.65760493,0,0,0,0,0,1,1
d658801,0,0.07630522,0.73408103,0,0,0,0,0,0,1
d546989,0,0.060240965,0.69281566,0,0,0,0,0,0,1
d199744,0,0.052208837,0.65516037,0,0,0,0,0,0,1
d346708,0,0.0562249,0.66160595,0,0,0,0,0,0,0
d25569,0,0.044176705,0.6463651,0,0,0,0,0,0,0
d387447,0,0.064257026,0.7061249,0,0,0,0,0,0,1
d45766,0,0.052208837,0.6945135,0,1,0,1,0,1,0
d251857,0,0.044176705,0.6567401,0,0,0,0,0,0,0
d583433,1,0.06827309,0.6000904,0,0,0,0,0,0,1
d503350,1,0.08032128,0.72210115,0,0,0,0,0,0,1
d444659,0,0.02811245,0.5719898,0,0,0,0,0,0,0
d39678,0,0.104417674,0.67722154,0,0,0,1,0,1,3
d596415,0,0.08032128,0.6877416,0,0,0,0,0,0,1
d255373,0,0.044176705,0.68422776,0,0,0,0,0,0,0
d462774,0,0.072289154,0.644476,0,0,0,0,0,0,2
d318483,0,0.064257026,0.6030462,0,0,0,0,0,0,2
d334652,0,0.036144577,0.60149217,0,0,0,0,0,0,0
d430508,1,0.052208837,0.7521756,0,0,0,0,0,0,0
d281768,0,0.02008032,0.5414594,0,0,0,0,0,0,0
d195169,0,0.072289154,0.7148486,0,0,0,0,0,0,0
d175271,0,0.04016064,0.47195846,0,0,0,0,0,0,0
d513224,0,0.092369474,0.6771754,0,0,0,0,0,0,2
d634414,0,0.064257026,0.6314432,0,0,0,0,0,0,1
d399412,0,0.092369474,0.7097381,0,0,0,0,0,1,1
d635896,1,0.036144577,0.5578044,0,0,0,0,0,0,1
d208613,0,0.036144577,0.6332087,0,0,0,0,0,0,0
d522792,1,0.02811245,0.60947293,0,0,0,0,0,0,0
d110915,0,0.14859438,0.74275416,0,0,0,1,0,0,1
d357411,0,0.044176705,0.68422776,0,0,0,0,0,1,0
d186431,0,0.084337346,0.71375805,0,0,0,0,0,0,1
d524808,0,0.04819277,0.6553196,0,0,0,0,0,0,1
d335731,0,0.012048192,0.5125257,0,0,0,0,0,0,0
d20180,0,0.04016064,0.4902934,0,0,0,0,0,0,2
d125941,1,0.09638554,0.7628597,0,0,0,0,0,0,1
d303529,0,0.084337346,0.69726545,0,0,0,0,0,0,1
d645916,0,0.07630522,0.70938796,0,0,0,0,0,0,1
d366750,0,0.016064256,0.5007015,0,0,0,0,0,0,0
d97981,0,0.060240965,0.6184389,0,0,0,0,0,0,0
d44457,1,0.0562249,0.62443906,0,0,0,0,0,0,1
d498478,0,0.04016064,0.6303299,0,0,0,0,0,0,0
d346913,0,0.02811245,0.48287565,0,0,0,0,0,0,0
d462773,1,0.044176705,0.53641444,0,0,0,0,0,0,2
d346730,0,0.024096385,0.57737726,0,0,0,0,0,0,0
d679215,0,0.064257026,0.6648934,0,0,0,0,0,0,2
d50270,0,0.02811245,0.55784196,0,0,0,1,0,1,0
d38796,0,0.20883535,0.82727104,0,0,0,0,0,1,2
d448530,1,0.024096385,0.53614575,0,0,0,0,0,0,0
d641775,0,0.060240965,0.6195225,0,0,0,0,0,0,1
d112185,0,0.15662651,0.73847985,0,0,0,0,0,0,2
d703874,1,0.024096385,0.57737726,0,0,0,0,0,0,0
d22722,0,0.036144577,0.5260879,0,0,0,0,0,0,1
d482088,0,0.024096385,0.57737726,0,0,0,0,0,0,0
d659696,0,0.08032128,0.7007104,0,0,0,0,0,0,1
d40311,0,0.15261044,0.8183443,0,0,2,0,0,2,1
d359642,0,0.044176705,0.6017648,0,0,0,0,0,0,1
d5649,0,0.13253012,0.84331286,0,0,0,0,0,0,1
d304706,0,0.08835341,0.72546786,0,0,0,0,0,0,2
d267665,0,0.0562249,0.72471046,0,0,0,0,0,0,1
d508062,0,0.104417674,0.7700595,0,0,0,0,0,0,2
d364512,1,0.044176705,0.6567401,0,0,0,0,0,1,0
d338918,0,0.02811245,0.5719898,0,0,0,0,0,1,0
d62490,0,0.07630522,0.6914612,0,0,0,0,0,1,1
d521905,0,0.036144577,0.58952093,0,0,0,0,0,0,0
d107285,0,0.064257026,0.6726747,0,0,0,0,0,0,2
d127851,1,0.06827309,0.68220514,0,0,0,0,0,1,1
d703270,0,0.060240965,0.65760493,0,0,0,0,0,1,0
d39378,0,0.032128513,0.6041161,0,0,0,0,0,0,0
d219498,0,0.104417674,0.74456817,0,0,2,0,0,1,1
d413421,0,0.024096385,0.57737726,1,0,0,0,0,0,0
d400343,1,0.044176705,0.51930183,0,0,1,0,0,0,0
d123426,0,0.064257026,0.64324826,0,0,0,0,0,0,1
d424072,0,0.008032128,0.46667778,0,0,0,0,0,0,0
d481336,1,0.032128513,0.63847566,0,0,0,0,0,0,0
d365600,0,0.08032128,0.66970396,0,0,0,0,0,0,0
d644143,0,0.036144577,0.48240015,0,0,0,0,0,0,1
d195924,0,0.02811245,0.5203588,0,0,0,0,0,0,0
d711846,0,0.072289154,0.70318085,0,0,0,0,0,0,1
d354148,1,0.0562249,0.67025185,0,0,0,0,0,0,1
d340417,0,0.052208837,0.6945135,0,0,0,0,0,0,1
d177085,0,0.036144577,0.58952093,0,0,0,0,0,0,1
d30939,0,0.060240965,0.6277133,0,0,0,0,0,0,1
d642027,0,0.10843374,0.71896446,0,0,0,0,0,0,1
d20856,0,0.032128513,0.5697565,0,0,0,0,0,0,1
d164130,0,0.044176705,0.6463651,0,0,0,1,0,1,0
